file_name,area_(µm²),area_error_(µm²),perimeter_(µm),perimeter_error_(µm),circularity_distortion,circularity_distortion_error,defects_count,defects_area_(µm²),defects_area_error_(µm²),entropy_hm_(bits),entropy_hm_error_(bits),nucleus_circularity,nucleus_circularity_error,rank_for_t0,t0_ms,dt_ms,R_um_final,v_eff_um_per_ms
FAPI_TEMPO_11_34,6854.9587,37.6339,338.713,12.4081,0.249154,0.055166,0,0.0,0.0,5.379219,0.007799,0.18231,0.022789,86,0.8113207547169812,599.188679245283,46.711894883333365,0.07795857382047008
FAPI_TEMPO_8_12,6807.0248,37.5021,331.5506,12.2762,0.221842,0.057784,0,0.0,0.0,5.454416,0.007846,0.143,0.017875,87,0.8207547169811321,599.1792452830189,46.548289864808574,0.07768675272258764
FAPI_TEMPO_41_92,6741.1157,37.3201,414.1219,13.72,0.506047,0.032844,0,0.0,0.0,5.816259,0.007899,0.470884,0.058861,88,0.8301886792452831,599.1698113207547,46.32238952406023,0.07731095367096587
FAPI_TEMPO_23_64,6693.8017,37.1889,344.1675,12.5076,0.289862,0.051766,2,36.3636,0.5844,5.649478,0.007908,0.187733,0.023467,89,0.839622641509434,599.1603773584906,46.15954134590014,0.07704037698454463
FAPI_TEMPO_11_19,6689.6694,37.1775,339.2345,12.4176,0.269509,0.053633,1,16.1157,0.0,5.624829,0.007916,0.20992,0.02624,90,0.8490566037735849,599.1509433962265,46.14529125838504,0.07701780622561509
FAPI_TEMPO_40_22,6669.2149,37.1206,323.3498,12.1234,0.198434,0.060272,0,0.0,0.0,5.138354,0.0079,0.088275,0.011034,91,0.8584905660377359,599.1415094339623,46.0746897521214,0.07690118115109462
FAPI_TEMPO_10_12,6627.2727,37.0037,338.5492,12.4051,0.27339,0.053403,2,36.7769,4.3829,5.694907,0.007958,0.254371,0.031796,92,0.8679245283018868,599.1320754716982,45.92958108720287,0.07666019391641217
FAPI_TEMPO_34_13,6577.2727,36.8638,326.0882,12.1746,0.222706,0.058205,0,0.0,0.0,5.780934,0.007992,0.128949,0.016119,93,0.8773584905660378,599.122641509434,45.755993318217385,0.0763716644107113
FAPI_TEMPO_27_20,6574.7934,36.8569,333.0111,12.3032,0.254969,0.055209,0,0.0,0.0,5.358558,0.007963,0.117113,0.014639,94,0.8867924528301887,599.1132075471698,45.74736865477552,0.07635847128470073
FAPI_TEMPO_32_14,6568.3884,36.8389,342.3872,12.4752,0.295901,0.051461,0,0.0,0.0,5.630244,0.007982,0.268325,0.033541,95,0.8962264150943396,599.1037735849056,45.725080251596395,0.07632247077661945
FAPI_TEMPO_5_5,6513.2231,36.6839,330.9456,12.265,0.252704,0.05555,0,0.0,0.0,5.231653,0.00798,0.214803,0.02685,96,0.9056603773584906,599.0943396226415,45.53266194338561,0.07600249064624079
FAPI_TEMPO_42_32,6500.8264,36.649,340.2838,12.4368,0.294502,0.051723,1,11.157,0.0,5.638281,0.008026,0.172222,0.021528,97,0.9150943396226415,599.0849056603773,45.489309859400834,0.07593132363977274
