label,file_name,json_file,grain_index,area_px,circularity_C,defect_frac_phi,rank,t0_ms,dt_ms_for_v,R_um_final,v_unpen_um_per_ms,penalty_factor,v_eff_um_per_ms,v_unpen_um_per_s,v_eff_um_per_s
FAPI,FAPI_2_153,FAPI_2.json,153,557.0,0.5385863675129317,0.0,1666,28.54368932038835,571.4563106796116,6.052047728739304,0.010590569419982133,0.3973939134246103,0.004208627827201705,10.590569419982133,4.208627827201705
FAPI,FAPI_46_99,FAPI_46.json,99,557.0,0.5579933380259933,0.0,1667,28.56082238720731,571.4391776127927,6.052047728739304,0.010590886949722185,0.41312158943096705,0.0043753240501529156,10.590886949722185,4.375324050152916
FAPI,FAPI_19_115,FAPI_19.json,115,557.0,0.5891312542881962,0.0,1668,28.57795545402627,571.4220445459737,6.052047728739304,0.010591204498503362,0.43966707270312055,0.004656603878257095,10.591204498503362,4.656603878257095
FAPI,FAPI_3_138,FAPI_3.json,138,557.0,0.634872420154019,0.26750448833034113,1669,28.59508852084523,571.4049114791547,6.052047728739304,0.01059152206632737,0.21593699046090722,0.0022871013994030217,10.59152206632737,2.2871013994030216
FAPI,FAPI_0_65,FAPI_0.json,65,557.0,0.578468465470914,0.0,1670,28.61222158766419,571.3877784123358,6.052047728739304,0.010591839653195923,0.4303901874551366,0.004558623853833742,10.591839653195922,4.558623853833742
FAPI,FAPI_14_96,FAPI_14.json,96,556.0,0.6102630851239147,0.0,1671,28.62935465448315,571.3706453455169,6.046612570275385,0.010582644767511468,0.4586472743769574,0.004853701178318705,10.582644767511468,4.853701178318705
FAPI,FAPI_10_93,FAPI_10.json,93,556.0,0.5774299224449339,0.0,1672,28.646487721302112,571.3535122786978,6.046612570275385,0.01058296210722502,0.4294971577706892,0.00454535214584805,10.58296210722502,4.5453521458480495
FAPI,FAPI_42_85,FAPI_42.json,85,555.0,0.5979368733684277,0.0,1673,28.663620788121072,571.3363792118789,6.041172521877357,0.010573757845090764,0.44747873888690987,0.0047315318258167845,10.573757845090764,4.731531825816784
FAPI,FAPI_46_131,FAPI_46.json,131,554.0,0.51737286863518,0.0,1674,28.680753854940033,571.31924614506,6.035727570323211,0.01056454444874542,0.38088634222517426,0.004023890692357913,10.56454444874542,4.023890692357913
FAPI,FAPI_49_128,FAPI_49.json,128,554.0,0.4916156571114315,0.0,1675,28.697886921758993,571.3021130782411,6.035727570323211,0.010564861274189976,0.36176202031779253,0.003821965558928174,10.564861274189976,3.8219655589281736
FAPI,FAPI_11_143,FAPI_11.json,143,553.0,0.6184765886205609,0.0,1676,28.715019988577957,571.284980011422,6.030277702331249,0.010555638452477225,0.4662436987974948,0.004921499915252045,10.555638452477226,4.9214999152520456
FAPI,FAPI_15_63,FAPI_15.json,63,553.0,0.5076486923617958,0.0,1677,28.732153055396918,571.2678469446031,6.030277702331249,0.010555955029823368,0.373550298572627,0.003943180153109743,10.555955029823368,3.943180153109743
FAPI,FAPI_1_124,FAPI_1.json,124,553.0,0.5539862045392715,0.0,1678,28.749286122215878,571.2507138777842,6.030277702331249,0.010556271626159216,0.40982395443454844,0.004326212981917791,10.556271626159216,4.3262129819177915
FAPI,FAPI_2_117,FAPI_2.json,117,553.0,0.3596709771616698,0.0,1679,28.76641918903484,571.2335808109651,6.030277702331249,0.010556588241486475,0.2778543993949059,0.0029331944854975507,10.556588241486475,2.9331944854975505
FAPI,FAPI_24_170,FAPI_24.json,170,552.0,0.6291733858617926,0.0,1680,28.7835522558538,571.2164477441462,6.0248229045596995,0.010547355434797075,0.47632578896088795,0.005023977398930626,10.547355434797074,5.023977398930626
FAPI,FAPI_47_61,FAPI_47.json,61,552.0,0.5629929858880175,0.0,1681,28.80068532267276,571.1993146773273,6.0248229045596995,0.010547671801677748,0.4172732365552161,0.004401261150808261,10.547671801677748,4.401261150808261
FAPI,FAPI_41_85,FAPI_41.json,85,552.0,0.5245093821645568,0.0,1682,28.81781838949172,571.1821816105082,6.0248229045596995,0.01054798818753778,0.38636172548767306,0.00407533891656069,10.54798818753778,4.07533891656069
FAPI,FAPI_36_142,FAPI_36.json,142,552.0,0.5245093821645568,0.0,1683,28.83495145631068,571.1650485436893,6.0248229045596995,0.010548304592378873,0.38636172548767306,0.004075461163281047,10.548304592378873,4.075461163281047
FAPI,FAPI_16_109,FAPI_16.json,109,552.0,0.5529844211675912,0.0,1684,28.85208452312964,571.1479154768704,6.0248229045596995,0.010548621016202738,0.4090036668137147,0.0043144246754551335,10.548621016202738,4.314424675455133
FAPI,FAPI_39_72,FAPI_39.json,72,552.0,0.39810815995903714,0.0,1685,28.8692175899486,571.1307824100514,6.0248229045596995,0.010548937459011082,0.30005674263873827,0.003165279812250634,10.548937459011082,3.165279812250634
FAPI,FAPI_15_77,FAPI_15.json,77,552.0,0.5629929858880175,0.0,1686,28.88635065676756,571.1136493432324,6.0248229045596995,0.010549253920805619,0.4172732365552161,0.0044019213267773635,10.549253920805619,4.401921326777363
