track_id,n_points,t_nuc_ms,t_end_ms,R0_px,R_end_px,R_max_px
157,154,58.0,366.0,28.61281229213077,142.34582577271235,145.88419719163636
158,2,58.0,60.0,154.36128024920575,153.0441591990627,154.36128024920575
159,7,58.0,72.0,16.774562271083887,23.722813466638858,23.722813466638858
160,155,58.0,366.0,46.810738687711556,111.77220769467434,111.77220769467434
161,1,58.0,58.0,180.01449845235973,180.01449845235973,180.01449845235973
162,155,58.0,366.0,18.712051592547777,165.41823072413567,165.41823072413567
163,154,60.0,366.0,125.72696189714856,158.55634585470173,158.55634585470173
164,150,60.0,366.0,21.821814538001895,163.6655539267147,163.6655539267147
165,3,60.0,66.0,31.755404570407364,35.75377606511099,35.75377606511099
166,154,60.0,366.0,139.76878884383166,165.44516835712227,165.44516835712227
167,153,62.0,366.0,113.80418555152563,152.2350360241342,152.2350360241342
168,24,62.0,108.0,20.897874625046462,107.95351570449637,119.99610831776985
169,23,62.0,108.0,75.13683611488916,75.08598207446781,77.34954829028112
170,153,62.0,366.0,169.83137344697428,201.19351780368146,209.92705190702185
171,2,62.0,64.0,188.2567999507674,189.06665549070172,189.06665549070172
172,2,64.0,66.0,99.74514425555041,96.70545204940501,99.74514425555041
173,79,64.0,220.0,12.865501965161373,16.925687506432688,16.925687506432688
174,151,64.0,366.0,85.20570335417635,119.95365811450718,119.95365811450718
175,4,64.0,70.0,96.46817004830818,91.79487625710547,96.46817004830818
176,1,64.0,64.0,54.408473067246184,54.408473067246184,54.408473067246184
177,78,66.0,228.0,29.098183744847088,36.961953837707625,36.961953837707625
178,151,66.0,366.0,123.91124109604151,147.04040502238763,147.04040502238763
179,49,66.0,180.0,32.35124272377035,32.23295624828558,33.37790589062273
180,79,66.0,224.0,37.03078435139837,44.29517059947829,44.29517059947829
181,16,66.0,96.0,16.03728119216293,16.273715780512877,16.96325844612841
182,65,66.0,202.0,39.71830555206083,110.16587194052235,120.23990614794978
183,5,66.0,76.0,95.86575527214296,98.2597347224525,98.60252108134813
184,81,66.0,226.0,23.452920571340155,30.67448489476694,30.67448489476694
185,4,66.0,72.0,120.20283837603264,127.27196662313638,127.27196662313638
186,13,66.0,94.0,106.19960398826387,166.7292385282282,166.7292385282282
187,31,66.0,130.0,154.6744033302657,155.3848174269703,155.83892670407639
188,150,66.0,366.0,82.2324462854441,87.42572268528971,93.53984258817222
189,2,66.0,70.0,28.11906394744562,29.381225490616288,29.381225490616288
190,16,66.0,106.0,30.130048048354833,30.653723819701746,31.311251163856024
191,150,66.0,366.0,160.42837703248318,175.57449307226557,175.57449307226557
192,92,66.0,248.0,119.10147676622002,163.41641965015418,163.41641965015418
193,151,66.0,366.0,60.44995858881887,66.75581178124546,67.85303378451364
194,61,66.0,186.0,128.48171347507545,130.21417364188187,131.938360819055
195,16,66.0,98.0,175.22605862510417,177.4571318936908,177.9014203526266
196,68,66.0,202.0,88.23030418462119,102.56463873383416,104.83608038339628
197,79,66.0,222.0,26.366433043273013,33.0713285026094,33.0713285026094
198,151,66.0,366.0,149.13399467403073,165.63360912088027,165.89860155828703
199,35,66.0,136.0,138.3495936965617,145.9016516302238,156.40165642809524
200,72,68.0,212.0,132.82321759335005,133.96384356624782,137.18974797802923
201,81,68.0,228.0,21.290215544369623,47.24393000080264,47.24393000080264
202,1,68.0,68.0,14.927053303604616,14.927053303604616,14.927053303604616
203,76,68.0,222.0,13.061933202803933,18.333991376950163,18.333991376950163
204,1,68.0,68.0,17.625846048215095,17.625846048215095,17.625846048215095
205,76,68.0,218.0,17.03815178355966,18.677998695187732,19.994929783493642
206,34,68.0,136.0,145.05269206998042,143.9999278664988,145.75322227623715
207,1,68.0,68.0,21.290215544369623,21.290215544369623,21.290215544369623
208,66,68.0,204.0,120.57300328757714,100.20998098655757,128.00018149069973
209,149,68.0,366.0,92.81561700316446,131.53242540857136,141.5160231180179
210,23,68.0,120.0,142.6897808529398,141.65990422335778,145.2281414139077
211,1,68.0,68.0,158.78504169110417,158.78504169110417,158.78504169110417
212,1,68.0,68.0,155.46264193742127,155.46264193742127,155.46264193742127
213,20,68.0,106.0,141.16920823676375,136.4032604713499,141.62394765085818
214,28,68.0,140.0,142.62284167232457,39.81435963562993,142.62284167232457
215,149,68.0,366.0,97.0799624543071,159.94749817475616,163.61108821993716
216,60,70.0,194.0,24.875578761936154,25.30690599424961,27.33846397952051
217,2,70.0,72.0,95.55979287776103,95.90559144891822,95.90559144891822
218,2,70.0,72.0,166.15934005657724,165.82951392074344,166.15934005657724
219,3,72.0,80.0,18.229523339239496,19.149229459268767,19.149229459268767
220,11,72.0,100.0,151.5476654651363,150.01078532442014,153.02751944264506
221,74,72.0,220.0,98.3115526481228,102.35338281698812,103.7249929043725
222,3,74.0,80.0,44.85218479273398,44.82378834494121,44.85218479273398
223,147,74.0,366.0,156.58065229593436,177.37460119872256,177.3961346469372
224,6,74.0,90.0,140.6360660994043,141.34046998964843,149.18521120396164
225,8,74.0,92.0,149.54323576721347,151.71980005677244,151.71980005677244
226,2,74.0,78.0,44.510231763134115,46.304809613408565,46.304809613408565
227,13,74.0,104.0,145.45153239247588,142.47099642442305,145.45153239247588
228,75,76.0,224.0,24.33220886606579,31.935323316554435,31.935323316554435
229,5,76.0,90.0,142.75668864550977,142.14442773250838,143.0952073216671
230,1,76.0,76.0,208.48770903272384,208.48770903272384,208.48770903272384
231,1,76.0,76.0,115.19972124434416,115.19972124434416,115.19972124434416
232,76,78.0,232.0,18.26441241104166,35.269746741453275,35.269746741453275
233,2,78.0,80.0,77.15176518808164,76.93692639736638,77.15176518808164
234,1,78.0,78.0,168.60492079207526,168.60492079207526,168.60492079207526
235,1,78.0,78.0,160.73760245121838,160.73760245121838,160.73760245121838
236,1,78.0,78.0,144.4721975220268,144.4721975220268,144.4721975220268
237,3,78.0,82.0,37.37303547444967,38.19859314512115,38.26519928662906
238,5,80.0,88.0,100.73588820047821,100.57777181326333,102.40934591131581
239,4,80.0,86.0,126.7456639728695,126.13643942576861,127.18690347618438
240,2,80.0,82.0,123.71585414675594,122.55776968124344,123.71585414675594
241,1,80.0,80.0,95.37974914588912,95.37974914588912,95.37974914588912
242,1,82.0,82.0,41.68899109553381,41.68899109553381,41.68899109553381
243,1,82.0,82.0,156.34466022165788,156.34466022165788,156.34466022165788
244,1,82.0,82.0,98.03270925390673,98.03270925390673,98.03270925390673
245,32,82.0,146.0,20.12188299403865,30.172276587716105,30.172276587716105
246,74,82.0,234.0,35.233628199729644,55.77207372680348,55.77207372680348
247,7,82.0,96.0,113.79859142142902,112.37432893985772,114.07796188019007
248,1,82.0,82.0,21.557653718072718,21.557653718072718,21.557653718072718
249,1,82.0,82.0,39.202042427599885,39.202042427599885,39.202042427599885
250,1,84.0,84.0,169.1138866380914,169.1138866380914,169.1138866380914
251,3,84.0,92.0,168.04896043185127,167.21345759951313,168.04896043185127
252,3,84.0,88.0,159.05343917797862,160.01514692248395,160.01514692248395
253,6,84.0,98.0,144.70995401926993,142.18473016222563,144.70995401926993
254,11,84.0,106.0,49.02934081200753,51.064611891383386,67.60865303790067
255,1,84.0,84.0,42.937755656025104,42.937755656025104,42.937755656025104
256,93,84.0,268.0,59.89982501697053,91.16158460934302,92.05803826802547
257,29,86.0,142.0,19.149229459268767,18.609705966725112,19.38054864282415
258,2,86.0,88.0,44.56740613707347,44.495926690689096,44.56740613707347
259,1,88.0,88.0,21.70480664627101,21.70480664627101,21.70480664627101
260,1,88.0,88.0,86.39288287375022,86.39288287375022,86.39288287375022
261,2,88.0,90.0,206.13236060090577,210.12407689929594,210.12407689929594
262,65,88.0,218.0,119.36310361911033,121.23645204484795,125.86360242578033
263,1,88.0,88.0,102.91783019793907,102.91783019793907,102.91783019793907
264,3,88.0,92.0,37.37303547444967,37.91421166272614,37.91421166272614
265,1,88.0,88.0,208.04141857856666,208.04141857856666,208.04141857856666
266,40,90.0,172.0,122.37582900710002,166.64903525002288,166.64903525002288
267,23,90.0,134.0,25.25654394235911,25.13019725725687,26.390567083147985
268,1,92.0,92.0,156.4667695268478,156.4667695268478,156.4667695268478
269,135,92.0,366.0,124.01908603275855,171.08996795096255,171.08996795096255
270,24,92.0,142.0,44.30954048488453,43.77471318953923,44.510231763134115
271,1,92.0,92.0,102.82500269623527,102.82500269623527,102.82500269623527
272,1,92.0,92.0,38.875896640471694,38.875896640471694,38.875896640471694
273,7,94.0,110.0,21.587164551489145,20.98906578384008,21.938198374294355
274,13,94.0,124.0,145.03952481346028,144.0839018659157,177.35665466139744
275,2,94.0,98.0,77.12700663841869,77.00309448218073,77.12700663841869
276,2,94.0,98.0,86.2675207652163,83.29395103644623,86.2675207652163
277,6,94.0,110.0,159.46916136668997,143.9910856493116,159.46916136668997
278,1,94.0,94.0,206.44096987123308,206.44096987123308,206.44096987123308
279,1,96.0,96.0,116.86217248035977,116.86217248035977,116.86217248035977
280,3,96.0,100.0,209.85122380809474,208.692194073499,209.85122380809474
281,1,98.0,98.0,44.39566212199151,44.39566212199151,44.39566212199151
282,68,98.0,232.0,36.99638510165959,51.251274918665594,51.251274918665594
283,1,98.0,98.0,142.37712875222806,142.37712875222806,142.37712875222806
284,1,100.0,100.0,15.222667215103916,15.222667215103916,15.222667215103916
285,2,100.0,102.0,39.26694651579471,40.49608047229867,40.49608047229867
286,1,100.0,100.0,28.834448541840736,28.834448541840736,28.834448541840736
287,4,100.0,110.0,167.96559716871113,166.3469717960904,168.32527911455122
288,8,100.0,120.0,164.37196579490114,164.39520241341768,164.93646083510913
289,3,100.0,106.0,103.41150292027784,105.90546326593378,105.90546326593378
290,1,100.0,100.0,149.31317566883607,149.31317566883607,149.31317566883607
291,1,100.0,100.0,103.73113029634287,103.73113029634287,103.73113029634287
292,1,100.0,100.0,32.27243324562564,32.27243324562564,32.27243324562564
293,1,102.0,102.0,16.07692842495848,16.07692842495848,16.07692842495848
294,1,102.0,102.0,157.52512652698803,157.52512652698803,157.52512652698803
295,1,102.0,102.0,112.91123753388403,112.91123753388403,112.91123753388403
296,45,102.0,192.0,46.61995176813166,43.74561733176193,51.052143422905154
297,1,104.0,104.0,80.89778278753217,80.89778278753217,80.89778278753217
298,2,104.0,108.0,44.20885319897447,44.02125153930676,44.20885319897447
299,1,104.0,104.0,149.63260805776207,149.63260805776207,149.63260805776207
300,5,106.0,116.0,143.9291749189201,143.96897773042537,144.70995401926993
301,1,106.0,106.0,99.57266861369496,99.57266861369496,99.57266861369496
302,2,106.0,108.0,76.48047115776248,76.27208847209415,76.48047115776248
303,4,106.0,114.0,207.6064349408033,210.37842050585652,210.37842050585652
304,18,106.0,142.0,32.52786592561707,34.503318308930474,34.503318308930474
305,12,106.0,132.0,68.0029854232747,78.37972188868216,78.37972188868216
306,3,108.0,112.0,148.4108179492775,150.7896275938121,150.7896275938121
307,2,108.0,110.0,167.87840040551026,168.0300178673508,168.0300178673508
308,3,110.0,114.0,182.98191251569258,183.52038698012416,183.52038698012416
309,1,112.0,112.0,16.03728119216293,16.03728119216293,16.03728119216293
310,1,112.0,112.0,36.33661249883324,36.33661249883324,36.33661249883324
311,2,112.0,116.0,30.19336870954244,30.632948674096244,30.632948674096244
312,1,112.0,112.0,29.53250900522315,29.53250900522315,29.53250900522315
313,1,112.0,112.0,177.61132554079538,177.61132554079538,177.61132554079538
314,2,112.0,114.0,136.46392043795493,140.5092608359443,140.5092608359443
315,1,114.0,114.0,154.13015092988348,154.13015092988348,154.13015092988348
316,4,114.0,122.0,44.29517059947829,43.65821341361255,44.29517059947829
317,2,114.0,116.0,77.12700663841869,76.79612992341004,77.12700663841869
318,126,114.0,366.0,28.568278705151968,162.72150924912307,167.71905455801362
319,2,114.0,118.0,32.48869930584249,32.44948541188257,32.48869930584249
320,4,114.0,124.0,123.01920674724798,127.4369271172881,127.4369271172881
321,54,116.0,228.0,21.11004122822376,30.29860907292697,30.29860907292697
322,2,116.0,120.0,168.32527911455122,166.34314469248366,168.32527911455122
323,3,116.0,122.0,75.37370130627987,74.27615328850479,75.45811582630226
324,6,118.0,130.0,146.50690169799296,149.26626810274522,149.8196914098283
325,12,118.0,140.0,177.33511641920725,182.13451923929722,182.354591907767
326,2,118.0,120.0,102.31605708202652,100.85589086855173,102.31605708202652
327,1,120.0,120.0,15.09668435477122,15.09668435477122,15.09668435477122
328,2,120.0,122.0,159.6367422865873,134.98169462990225,159.6367422865873
329,1,120.0,120.0,182.49767124865562,182.49767124865562,182.49767124865562
330,1,122.0,122.0,18.881394877652593,18.881394877652593,18.881394877652593
331,11,122.0,142.0,40.69993424688112,41.917425633434654,41.917425633434654
332,1,122.0,122.0,35.98450523483212,35.98450523483212,35.98450523483212
333,1,122.0,122.0,29.811427376513585,29.811427376513585,29.811427376513585
334,1,122.0,122.0,29.03247455203703,29.03247455203703,29.03247455203703
335,7,122.0,136.0,134.03035751899048,134.03035751899048,139.11592676604096
336,26,122.0,174.0,23.04215463350949,108.43013398536633,124.20887071202269
337,1,122.0,122.0,37.72905791315113,37.72905791315113,37.72905791315113
338,20,124.0,162.0,42.52058505622813,94.86441430899224,95.47981535541302
339,7,126.0,142.0,14.494292838262302,14.96964127403822,15.138795132120961
340,1,126.0,126.0,85.94961220711478,85.94961220711478,85.94961220711478
341,2,126.0,130.0,136.73888515866972,135.02413503171496,136.73888515866972
342,3,126.0,130.0,168.40846433292998,167.87081593780186,168.40846433292998
343,1,128.0,128.0,43.74561733176193,43.74561733176193,43.74561733176193
344,2,128.0,130.0,75.94586978664664,75.86199801088115,75.94586978664664
345,1,128.0,128.0,31.39247374172695,31.39247374172695,31.39247374172695
346,1,130.0,130.0,18.77997214831907,18.77997214831907,18.77997214831907
347,1,130.0,130.0,162.29450533501222,162.29450533501222,162.29450533501222
348,1,130.0,130.0,183.04104834752525,183.04104834752525,183.04104834752525
349,7,132.0,144.0,36.07285426355026,38.19859314512115,38.19859314512115
350,1,132.0,132.0,29.96053869739811,29.96053869739811,29.96053869739811
351,1,132.0,132.0,28.900607975374268,28.900607975374268,28.900607975374268
352,1,132.0,132.0,130.30214629484578,130.30214629484578,130.30214629484578
353,1,132.0,132.0,135.26908551989632,135.26908551989632,135.26908551989632
354,19,132.0,174.0,74.93321287841638,73.9325189990714,75.74442150136632
355,1,132.0,132.0,36.910246719124274,36.910246719124274,36.910246719124274
356,1,132.0,132.0,180.93868689082288,180.93868689082288,180.93868689082288
357,1,134.0,134.0,209.9937579842735,209.9937579842735,209.9937579842735
358,1,134.0,134.0,18.712051592547777,18.712051592547777,18.712051592547777
359,3,136.0,140.0,43.687367482580235,43.54140193092842,43.760167678857044
360,4,136.0,142.0,75.7107946755131,75.72760995493766,76.12169971886942
361,2,136.0,138.0,100.53345466116103,99.22681794473213,100.53345466116103
362,45,136.0,226.0,31.614759885488656,43.27742333255787,43.27742333255787
363,1,136.0,136.0,166.07119490901593,166.07119490901593,166.07119490901593
364,1,138.0,138.0,27.408234736913393,27.408234736913393,27.408234736913393
365,1,138.0,138.0,149.80694314851357,149.80694314851357,149.80694314851357
366,4,138.0,146.0,139.2760010340626,147.31723605882257,147.31723605882257
367,24,138.0,186.0,50.070037583204744,78.75245915147651,78.75245915147651
368,30,140.0,202.0,147.74012831791808,144.60873515362172,154.4478645712309
369,1,140.0,140.0,25.180812005932435,25.180812005932435,25.180812005932435
370,27,142.0,200.0,144.9736705920883,142.8324795881228,144.9736705920883
371,10,142.0,164.0,30.612159429303247,30.881327999401787,32.27243324562564
372,21,142.0,188.0,134.92036825875707,136.06212911919786,141.3900070439449
373,1,142.0,142.0,20.279456919490165,20.279456919490165,20.279456919490165
374,1,142.0,142.0,18.77997214831907,18.77997214831907,18.77997214831907
375,21,142.0,182.0,146.14143876186392,153.27692611561997,157.54937297435364
376,4,144.0,154.0,60.88021283408969,60.618226022423976,60.890668860415666
377,9,144.0,164.0,144.6571530126402,142.7343895328219,146.51124695630062
378,1,144.0,144.0,42.38562253431362,42.38562253431362,42.38562253431362
379,39,144.0,226.0,47.00075116543891,60.14377396366641,134.6700563421864
380,3,144.0,150.0,17.000746355818674,17.112717355495807,17.112717355495807
381,11,144.0,166.0,84.30434827879093,83.033680724998,89.27754224911278
382,4,144.0,150.0,27.500987065425246,27.73151068766428,27.73151068766428
383,13,144.0,172.0,103.70043970414582,98.20140687293701,104.45281067944323
384,6,144.0,154.0,169.85011511508998,169.2944835249764,169.85011511508998
385,14,144.0,172.0,18.403307281560924,17.876888032555495,19.04923279949934
386,5,144.0,152.0,132.8567642563357,133.96384356624782,136.31455504041
