group,sample_id,pair_id,json_path,heatmap_path,heatmap_norm01_path,heatmap_min_before,heatmap_max_before,n_grains_used,entropy_inner_raw,entropy_inner_norm01,entropy_middle_raw,entropy_middle_norm01,entropy_outer_raw,entropy_outer_norm01
FAPI-TEMPO,FAPI_TEMPO_729,729,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_729.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_729_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_729_heatmap_norm01.png,17.0,214.0,206,1.3707109890815699,0.3955035892879974,1.965916940482074,0.5672437241666184,2.104812011459633,0.6073203701872674
FAPI-TEMPO,FAPI_TEMPO_73,73,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_73.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_73_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_73_heatmap_norm01.png,18.0,219.0,395,0.852395258790537,0.24594928254687448,1.870444558218592,0.5396962176799421,1.9927981441098426,0.575
FAPI-TEMPO,FAPI_TEMPO_730,730,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_730.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_730_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_730_heatmap_norm01.png,18.0,214.0,247,1.7329167462846644,0.5000140792276647,2.2910044048245854,0.6610441386990401,2.3835403727609594,0.6877443751081734
FAPI-TEMPO,FAPI_TEMPO_731,731,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_731.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_731_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_731_heatmap_norm01.png,18.0,212.0,406,0.876416690959329,0.25288040275986784,1.8237708070269236,0.5262290198031612,2.0687684514235456,0.596920397123258
FAPI-TEMPO,FAPI_TEMPO_732,732,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_732.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_732_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_732_heatmap_norm01.png,18.0,215.0,275,1.2646048357850956,0.36488782505427186,2.0431663869469032,0.5895332028318636,2.041813921967307,0.5891429639280557
FAPI-TEMPO,FAPI_TEMPO_733,733,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_733.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_733_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_733_heatmap_norm01.png,18.0,212.0,253,0.6931471805599453,0.19999999999999998,1.6874942472883876,0.48690791641832215,1.6407566413488892,0.4734222939559348
FAPI-TEMPO,FAPI_TEMPO_734,734,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_734.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_734_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_734_heatmap_norm01.png,17.0,210.0,427,1.7480673485460896,0.5043856189774725,2.1901819122883013,0.6319529167006078,2.1167239621568137,0.6107574326268946
FAPI-TEMPO,FAPI_TEMPO_735,735,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_735.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_735_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_735_heatmap_norm01.png,17.0,221.0,585,1.2621917681034402,0.36419156089874116,1.990483778217027,0.5743322151607264,1.9230688680951125,0.5548803838577542
FAPI-TEMPO,FAPI_TEMPO_736,736,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_736.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_736_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_736_heatmap_norm01.png,18.0,220.0,447,1.8343719702816237,0.5292878689342031,2.261206753943875,0.6524463540678918,2.1234766763356507,0.6127058540785644
FAPI-TEMPO,FAPI_TEMPO_737,737,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_737.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_737_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_737_heatmap_norm01.png,17.0,221.0,369,1.6525902233018672,0.4768367439558377,2.15329926264598,0.6213108335538434,2.0138058938523464,0.5810615552747493
FAPI-TEMPO,FAPI_TEMPO_738,738,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_738.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_738_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_738_heatmap_norm01.png,17.0,221.0,203,1.0061043592143453,0.29030035393106085,1.7801289203203254,0.5136366330978316,1.4291567771448037,0.41236747900793236
FAPI-TEMPO,FAPI_TEMPO_739,739,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_739.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_739_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_739_heatmap_norm01.png,17.0,221.0,241,1.574005394460041,0.45416195538399556,2.1540649865491663,0.6215317747694068,2.094423829203315,0.6043229743822591
FAPI-TEMPO,FAPI_TEMPO_74,74,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_74.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_74_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_74_heatmap_norm01.png,17.0,221.0,387,0.6916031758694977,0.1995544944179964,1.6127299595143345,0.4653355029768778,1.834792010789244,0.5294090670056664
FAPI-TEMPO,FAPI_TEMPO_740,740,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_740.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_740_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_740_heatmap_norm01.png,16.0,218.0,157,1.7825928504210489,0.5143475730453138,2.2206579911470934,0.6407464542676718,2.1333819302645445,0.6155639062229565
FAPI-TEMPO,FAPI_TEMPO_741,741,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_741.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_741_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_741_heatmap_norm01.png,18.0,208.0,243,1.5315971400486719,0.4419255197175876,2.1783989034660145,0.628553059021675,2.16822349161464,0.6256170557782788
FAPI-TEMPO,FAPI_TEMPO_742,742,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_742.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_742_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_742_heatmap_norm01.png,18.0,221.0,393,0.6791932659915256,0.19597375133023054,1.7580294821929474,0.5072600831392715,1.8025660757929338,0.520110627684229
FAPI-TEMPO,FAPI_TEMPO_743,743,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_743.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_743_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_743_heatmap_norm01.png,18.0,213.0,315,0.9976148641399869,0.28785080344237524,1.9417065631979682,0.5602580859174523,2.1154911414680018,0.6104017157680838
FAPI-TEMPO,FAPI_TEMPO_744,744,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_744.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_744_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_744_heatmap_norm01.png,18.0,207.0,210,1.3066289169218825,0.3770134117450635,1.8651515990891923,0.5381689925024196,2.1795991101547907,0.6288993654692628
FAPI-TEMPO,FAPI_TEMPO_745,745,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_745.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_745_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_745_heatmap_norm01.png,18.0,206.0,263,1.2606220503050387,0.36373863608207135,2.1556171194867706,0.6219796256677832,1.9514406714516626,0.5630667558584685
FAPI-TEMPO,FAPI_TEMPO_746,746,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_746.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_746_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_746_heatmap_norm01.png,18.0,208.0,356,0.6925525323607232,0.19982842079838176,1.5425387226752991,0.44508259311657006,1.8457767922372965,0.5325786049497372
FAPI-TEMPO,FAPI_TEMPO_747,747,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_747.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_747_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_747_heatmap_norm01.png,17.0,218.0,327,1.4752580629944017,0.42566949830269624,2.1826812791465895,0.6297886914531928,2.2326944771870663,0.6442194500115914
FAPI-TEMPO,FAPI_TEMPO_748,748,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_748.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_748_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_748_heatmap_norm01.png,18.0,207.0,479,1.4253366217394134,0.41126521515617603,2.177788088201341,0.6283768149910262,2.106170916206464,0.6077124672151261
FAPI-TEMPO,FAPI_TEMPO_749,749,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_749.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_749_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_749_heatmap_norm01.png,18.0,205.0,397,0.7356565969093405,0.21226562483167133,1.9606672000503023,0.5657289692692441,1.8848713335781606,0.5438589051333959
FAPI-TEMPO,FAPI_TEMPO_75,75,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_75.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_75_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_75_heatmap_norm01.png,19.0,221.0,278,0.7323445777382143,0.2113099781049687,1.8380363270430786,0.5303451787997628,1.9340734617759958,0.5580556384038359
FAPI-TEMPO,FAPI_TEMPO_750,750,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_750.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_750_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_750_heatmap_norm01.png,17.0,201.0,450,1.8642072745495257,0.5378965180363462,2.203305080584342,0.6357394626648976,2.0241458754392854,0.5840450433064213
FAPI-TEMPO,FAPI_TEMPO_751,751,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_751.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_751_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_751_heatmap_norm01.png,17.0,221.0,357,1.7480673485460896,0.5043856189774725,2.2503953684627187,0.6493268476241312,2.1149077313582487,0.6102333791936547
FAPI-TEMPO,FAPI_TEMPO_752,752,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_752.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_752_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_752_heatmap_norm01.png,17.0,221.0,224,1.5222039772140097,0.4392152258296217,2.222166918518893,0.6411818386749433,2.2201983575417534,0.6406138320430619
FAPI-TEMPO,FAPI_TEMPO_753,753,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_753.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_753_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_753_heatmap_norm01.png,17.0,221.0,149,0.8313120155781952,0.2398659444612142,1.582903358773798,0.4567293651818884,1.533225116642778,0.44239525446938766
FAPI-TEMPO,FAPI_TEMPO_754,754,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_754.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_754_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_754_heatmap_norm01.png,19.0,221.0,209,0.768976164532562,0.22187961982658855,1.0701688164880827,0.3087854488922736,1.028916025402987,0.2968824094680144
FAPI-TEMPO,FAPI_TEMPO_755,755,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_755.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_755_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_755_heatmap_norm01.png,19.0,206.0,221,0.7345850129219709,0.2119564310507765,1.007897810998136,0.2908178347299705,1.1835818922608634,0.3415095452901446
FAPI-TEMPO,FAPI_TEMPO_756,756,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_756.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_756_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_756_heatmap_norm01.png,19.0,199.0,265,0.9740830924885999,0.2810609693894177,1.7960752201037724,0.5182377626214532,1.7890320214943747,0.5162055250802984
FAPI-TEMPO,FAPI_TEMPO_757,757,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_757.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_757_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_757_heatmap_norm01.png,20.0,206.0,232,0.8316239593693158,0.23995595241331136,1.4057416478781908,0.405611300832989,1.5102682408419559,0.4357713002949577
FAPI-TEMPO,FAPI_TEMPO_758,758,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_758.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_758_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_758_heatmap_norm01.png,21.0,208.0,284,1.004021261718151,0.28969929904557123,1.7071119574268567,0.4925683910443955,1.8684376985305182,0.5391171603759933
FAPI-TEMPO,FAPI_TEMPO_759,759,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_759.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_759_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_759_heatmap_norm01.png,21.0,207.0,318,0.7237515515372914,0.20883055484770868,1.4437576878288287,0.41658041129519346,1.7967094987771244,0.5184207767607705
FAPI-TEMPO,FAPI_TEMPO_76,76,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_76.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_76_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_76_heatmap_norm01.png,18.0,221.0,330,0.6931471805599453,0.19999999999999998,1.559800024786441,0.4500631521075761,1.9005400681432776,0.5483799462642158
FAPI-TEMPO,FAPI_TEMPO_760,760,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_760.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_760_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_760_heatmap_norm01.png,20.0,197.0,384,0.8396477266534947,0.24227112226733777,1.7176979549203417,0.49562286426173824,2.104589312223725,0.6072561127706164
FAPI-TEMPO,FAPI_TEMPO_761,761,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_761.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_761_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_761_heatmap_norm01.png,19.0,192.0,355,0.8378972277814775,0.24176603505898955,1.4708540346144174,0.42439876432194873,1.851513852470465,0.5342339706192719
FAPI-TEMPO,FAPI_TEMPO_762,762,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_762.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_762_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_762_heatmap_norm01.png,20.0,221.0,324,0.8223307089192545,0.23727448714570282,1.690263717172939,0.48770701651198894,1.8315644850606856,0.5284777999330799
FAPI-TEMPO,FAPI_TEMPO_763,763,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_763.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_763_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_763_heatmap_norm01.png,20.0,205.0,364,0.7697566878178168,0.22210483124117567,1.5376232025289265,0.44366427380885765,1.9482730428879944,0.562152771454432
FAPI-TEMPO,FAPI_TEMPO_764,764,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_764.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_764_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_764_heatmap_norm01.png,20.0,206.0,336,0.6931471805599453,0.19999999999999998,1.3588528437369995,0.392082051791447,1.6496435830552287,0.47598652330161584
FAPI-TEMPO,FAPI_TEMPO_765,765,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_765.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_765_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_765_heatmap_norm01.png,21.0,189.0,296,0.8575178200890339,0.2474273413032727,1.6715329330065432,0.4823024546262247,1.9408269554999213,0.5600042847846722
FAPI-TEMPO,FAPI_TEMPO_766,766,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_766.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_766_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_766_heatmap_norm01.png,20.0,198.0,348,0.7893880236435049,0.22776923740952487,1.907375654524974,0.5503522795791042,2.1067977066547177,0.6078933207094004
FAPI-TEMPO,FAPI_TEMPO_767,767,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_767.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_767_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_767_heatmap_norm01.png,18.0,212.0,364,0.6929818821956966,0.19995230497392624,1.807384571255274,0.5215009515858418,2.0731497604933935,0.5981845756967923
FAPI-TEMPO,FAPI_TEMPO_768,768,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_768.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_768_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_768_heatmap_norm01.png,18.0,213.0,459,1.1123781386899336,0.32096448485625256,2.020335385921867,0.5829455684403936,2.0330001999799117,0.5865998613274579
FAPI-TEMPO,FAPI_TEMPO_769,769,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_769.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_769_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_769_heatmap_norm01.png,18.0,221.0,439,1.1289877005505369,0.3257569913617787,1.889525840211956,0.5452019118610681,1.9600951351245584,0.5655639062229566
FAPI-TEMPO,FAPI_TEMPO_77,77,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_77.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_77_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_77_heatmap_norm01.png,18.0,221.0,342,0.6931471805599453,0.19999999999999998,1.7812428538249983,0.5139580463664459,1.4315070186577161,0.4130456153630464
FAPI-TEMPO,FAPI_TEMPO_770,770,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_770.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_770_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_770_heatmap_norm01.png,18.0,221.0,409,0.6931471805599453,0.19999999999999998,1.4694141290663,0.42398329540322527,2.217878071448123,0.6399443389949171
FAPI-TEMPO,FAPI_TEMPO_771,771,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_771.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_771_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_771_heatmap_norm01.png,18.0,207.0,394,0.7632122732394329,0.22021651234962447,1.8094060982526465,0.5220842409806683,1.817582061760203,0.5244433253820364
FAPI-TEMPO,FAPI_TEMPO_772,772,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_772.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_772_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_772_heatmap_norm01.png,18.0,199.0,397,1.2087601864790603,0.3487744653314718,1.657654303189608,0.47829792854397957,1.8971571758197059,0.5474038498684002
FAPI-TEMPO,FAPI_TEMPO_773,773,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_773.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_773_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_773_heatmap_norm01.png,18.0,203.0,399,0.8189774360396362,0.23630693711486828,1.8258088271692365,0.5268170681136705,2.3667103628435937,0.6828882607389943
FAPI-TEMPO,FAPI_TEMPO_774,774,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_774.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_774_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_774_heatmap_norm01.png,18.0,205.0,425,0.7055788891456939,0.20358703286528723,1.7225285027217998,0.49701666573332637,2.0704930404278246,0.5974180083240669
