t_ms,X_area_frac,X_JMAK,k_fit,n_fit
425.0,0.38730746038694613,0.43213127999963885,0.0018736833917701427,2.5
426.0,0.38899740829003837,0.4340216813568355,0.0018736833917701427,2.5
427.0,0.3905980291403502,0.43591242444600886,0.0018736833917701427,2.5
428.0,0.392223721091015,0.43780347147932197,0.0018736833917701427,2.5
429.0,0.39388288057091475,0.43969478469749623,0.0018736833917701427,2.5
430.0,0.3955484425940403,0.44158632637162165,0.0018736833917701427,2.5
431.0,0.3971918520842142,0.4434780588049644,0.0018736833917701427,2.5
432.0,0.3989041175258792,0.4453699443347715,0.0018736833917701427,2.5
433.0,0.4005900898501936,0.4472619453340704,0.0018736833917701427,2.5
434.0,0.40230109133254555,0.4491540242134663,0.0018736833917701427,2.5
435.0,0.40398678778046704,0.45104614342293403,0.0018736833917701427,2.5
436.0,0.40569665698286855,0.45293826545360794,0.0018736833917701427,2.5
437.0,0.4073473865450612,0.45483035283956597,0.0018736833917701427,2.5
438.0,0.40914563893557787,0.45672236815960965,0.0018736833917701427,2.5
439.0,0.4109025576619048,0.4586142740390411,0.0018736833917701427,2.5
440.0,0.4126431891141936,0.46050603315143346,0.0018736833917701427,2.5
441.0,0.4143902598498761,0.46239760822039844,0.0018736833917701427,2.5
442.0,0.41609955876684107,0.4642889620213485,0.0018736833917701427,2.5
443.0,0.4178649093616806,0.4661800573832532,0.0018736833917701427,2.5
444.0,0.4195896558935389,0.46807085719039243,0.0018736833917701427,2.5
445.0,0.4214717896636445,0.46996132438410276,0.0018736833917701427,2.5
446.0,0.42327446192886253,0.471851421964519,0.0018736833917701427,2.5
447.0,0.4249828904614979,0.4737411129923117,0.0018736833917701427,2.5
448.0,0.4267745520560706,0.4756303605904163,0.0018736833917701427,2.5
449.0,0.4285779301876985,0.47751912794576035,0.0018736833917701427,2.5
450.0,0.4303887535680229,0.4794073783109808,0.0018736833917701427,2.5
451.0,0.43226058741090656,0.4812950750061392,0.0018736833917701427,2.5
452.0,0.43403694558761624,0.48318218142042846,0.0018736833917701427,2.5
453.0,0.43586963587047267,0.48506866101387447,0.0018736833917701427,2.5
454.0,0.437711999872027,0.4869544773190311,0.0018736833917701427,2.5
455.0,0.4395689152559741,0.48883959394266907,0.0018736833917701427,2.5
456.0,0.44142178304391183,0.4907239745674581,0.0018736833917701427,2.5
457.0,0.44329336523290275,0.49260758295364304,0.0018736833917701427,2.5
458.0,0.4451570681190023,0.4944903829407119,0.0018736833917701427,2.5
459.0,0.4470463753255894,0.4963723384490588,0.0018736833917701427,2.5
460.0,0.44892186302693216,0.49825341348163865,0.0018736833917701427,2.5
461.0,0.4509697321817341,0.5001335721256148,0.0018736833917701427,2.5
462.0,0.452717266071125,0.5020127785540008,0.0018736833917701427,2.5
463.0,0.4546247089398389,0.5038909970272929,0.0018736833917701427,2.5
464.0,0.4565401920528874,0.5057681918950969,0.0018736833917701427,2.5
465.0,0.4585405722648542,0.5076443275977458,0.0018736833917701427,2.5
466.0,0.4604734507093912,0.5095193686679113,0.0018736833917701427,2.5
467.0,0.4623336597030721,0.5113932797322067,0.0018736833917701427,2.5
468.0,0.4643133779599573,0.513266025512782,0.0018736833917701427,2.5
